0,19976
47,20799
58,19663
546,19721
550,24274
553,24277
558,24276
561,20315
561,20314
561,20318
563,24275
564,19626
564,19674
565,24273
572,38023
574,38014
574,38301
575,38302
575,38047
576,19621
577,19632
577,24272
577,19790
578,19791
578,24359
578,19682
578,19789
578,19685
578,19794
578,19622
578,19792
578,37907
578,24295
578,19793
579,24315
579,24358
579,12870
579,24346
579,24351
579,24352
580,19704
580,24342
580,24289
580,38300
580,24360
581,24283
581,19750
581,19714
581,19699
581,12892
581,37897
581,19925
581,24370
581,19702
581,24357
581,19684
581,19623
581,19688
581,24290
582,19742
582,24287
582,12941
582,37025
582,19634
582,37026
582,24280
582,19724
582,24300
582,19747
582,37029
582,19712
582,19736
582,24340
582,24347
582,37056
582,24279
582,19734
582,19728
582,24297
582,37057
582,24278
582,24310
582,19739
582,19924
582,19686
582,19748
582,12912
582,19743
582,19740
582,19698
582,24355
582,24353
582,24345
582,19730
582,37055
582,38132
582,19733
582,24298
582,24285
582,24349
582,37059
582,19722
582,12947
582,24284
582,24286
582,24293
582,19624
582,37028
582,24281
582,19713
582,19711
582,24344
582,24291
582,19683
582,24354
582,19700
582,38133
582,24348
582,37027
582,19726
582,19741
582,19687
582,19729
582,38131
582,24343
582,12899
582,36041
582,38134
582,19744
582,19709
582,24292
582,19735
582,24305
582,24363
582,12840
582,24325
582,19731
582,19727
582,37058
582,38022
583,19644
583,37001
583,12930
583,12963
583,38304
583,23098
583,19651
583,23095
583,19703
583,19701
583,23096
583,24288
583,19997
583,24324
583,19745
583,19635
583,38303
583,24329
583,19660
583,19650
583,24333
583,12145
583,23097
583,38024
583,38305
583,19645
583,24299
583,24572
583,19625
583,19647
583,37000
583,19655
583,37003
583,24330
583,19654
583,24332
583,24308
583,19656
583,24350
583,12924
583,24312
583,24314
583,24341
583,12151
583,12245
583,24334
583,19653
583,19725
583,12328
583,38135
583,38306
583,13004
583,24328
583,19675
583,24294
583,12953
583,24313
583,24317
583,19672
583,12976
583,24548
583,37006
583,30704
583,12138
583,24607
583,24356
583,19723
583,20000
583,24320
583,12959
583,19662
583,24339
583,19732
583,24327
583,24319
583,37005
583,24302
583,24571
583,24307
583,24318
583,19657
583,12998
583,19658
583,19649
583,19737
583,30703
583,24323
583,12251
583,37007
583,37009
583,19652
583,12155
583,19673
583,24337
583,12136
583,24303
583,38307
583,37008
583,19648
583,24296
583,19661
583,12165
583,24304
583,24322
583,19677
583,24338
583,37002
583,24282
583,37004
583,24554
583,19746
583,24309
583,19639
583,19646
583,12235
583,19659
584,11769
584,9775
584,12480
584,24500
584,11307
584,12467
584,12543
584,12440
584,9708
584,12252
584,11564
584,12428
584,12376
584,30685
584,12319
584,9977
584,9260
584,30693
584,10978
584,9722
584,31083
584,12464
584,10632
584,24326
584,11536
584,11786
584,24612
584,10643
584,13008
584,10045
584,10752
584,10619
584,21661
584,11017
584,20330
584,31088
584,10156
584,31073
584,9768
584,10114
584,12322
584,12419
584,12458
584,12026
584,12387
584,31099
584,12446
584,9717
584,11793
584,10843
584,12037
584,11985
584,31058
584,12906
584,12232
584,12368
584,10265
584,10070
584,11428
584,12423
584,13014
584,12454
584,30689
584,9725
584,11427
584,11544
584,12320
584,20346
584,19669
584,10132
584,12477
584,10972
584,31079
584,11295
584,11771
584,12288
584,11283
584,11782
584,20006
584,12391
584,20340
584,10939
584,11424
584,9675
584,31062
584,10940
584,10921
584,19629
584,11551
584,10074
584,10010
584,12040
584,11543
584,10969
584,12153
584,10177
584,10335
584,9773
584,11279
584,37131
584,19627
584,12417
584,11557
584,10264
584,37134
584,36057
584,19717
584,19643
584,29182
584,11433
584,12973
584,10031
584,19628
584,12032
584,10649
584,11780
584,19642
584,9638
584,12143
584,10227
584,12468
584,13010
584,10213
584,12518
584,24331
584,10716
584,10244
584,12485
584,11432
584,10334
584,12410
584,10849
584,10030
584,24534
584,10935
584,12435
584,12439
584,12158
584,29184
584,9643
584,11542
584,11777
584,12141
584,10059
584,10917
584,38120
584,20343
584,24570
584,10066
584,31071
584,38188
584,12196
584,10337
584,11288
584,31059
584,10131
584,10850
584,9763
584,12432
584,19666
584,29170
584,31081
584,10623
584,10250
584,11785
584,11306
584,31040
584,30695
584,10298
584,11561
584,10924
584,12023
584,10211
584,10857
584,10975
584,9688
584,11280
584,36051
584,12373
584,12038
584,11545
584,11562
584,12936
584,24366
584,9772
584,35534
584,12306
584,11367
584,10618
584,10631
584,10624
584,31101
584,13243
584,12222
584,12475
584,9257
584,12438
584,37128
584,10239
584,11794
584,9765
584,37067
584,29179
584,31077
584,12027
584,9668
584,10937
584,10262
584,11539
584,31087
584,10158
584,12394
584,11270
584,11273
584,19671
584,9669
584,9674
584,12408
584,12230
584,19630
584,9676
584,10862
584,37069
584,19679
584,11298
584,20332
584,11294
584,12238
584,9798
584,38118
584,11983
584,12453
584,29172
584,9792
584,12291
584,9706
584,10635
584,9691
584,12442
584,10385
584,13253
584,11676
584,10466
584,12412
584,12358
584,12515
584,29175
584,10652
584,10056
584,20354
584,9735
584,10844
584,24306
584,10102
584,12455
584,9812
584,11297
584,10055
584,29178
584,31082
584,12401
584,31043
584,31075
584,12411
584,31102
584,10936
584,24561
